Date,Time,Category,Sub-Category,Price,Sales Volume
11/9/2021,9:05:00,Cakes,Carrot Cake,$4.75 ,2
11/9/2021,9:05:00,Cakes,Banana Nut Pound,$9.15 ,1
11/9/2021,18:01:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/9/2021,17:59:00,Pastries,Muffin,$9.15 ,7
11/9/2021,14:06:00,Pastries,Cannoli,$6.45 ,9
11/9/2021,15:47:00,Pastries,Danish,$4.25 ,6
11/9/2021,17:59:00,Pastries,Brownies,$4.25 ,4
11/9/2021,16:06:00,Pastries,Eclair,$4.50 ,19
11/9/2021,18:28:00,Pastries,French Roll,$4.65 ,1
11/9/2021,16:37:00,Pastries,Napolean,$5.10 ,4
11/9/2021,8:42:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/9/2021,12:54:00,Cookies,Sugar Cookie,$2.65 ,3
11/9/2021,14:13:00,Cookies,Black & White,$4.25 ,3
11/9/2021,11:49:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,1
11/9/2021,15:35:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/9/2021,14:07:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/9/2021,11:54:00,Candy & Treats,Local Honey,$7.00 ,2
11/9/2021,15:07:00,Candy & Treats,Popcorn,$3.50 ,3
11/10/2021,13:50:00,Bread,Sourdough,$6.49 ,2
11/10/2021,15:26:00,Bread,Baguette,$4.49 ,2
11/10/2021,18:45:00,Bread,Rye,$6.25 ,1
11/10/2021,14:00:00,Bread,Whole Wheat,$6.44 ,1
11/10/2021,13:50:00,Bread,White,$6.00 ,1
11/10/2021,11:32:00,Cakes,Carrot Cake,$4.75 ,2
11/10/2021,12:17:00,Cakes,Banana Nut Pound,$9.15 ,1
11/10/2021,18:16:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/10/2021,12:53:00,Pastries,Muffin,$9.15 ,7
11/10/2021,14:43:00,Pastries,Cannoli,$6.45 ,10
11/10/2021,11:00:00,Pastries,Danish,$4.25 ,5
11/10/2021,14:02:00,Pastries,Brownies,$4.25 ,4
11/10/2021,8:01:00,Pastries,Eclair,$4.50 ,18
11/10/2021,10:50:00,Pastries,French Roll,$4.65 ,2
11/10/2021,13:53:00,Pastries,Napolean,$5.10 ,5
11/10/2021,16:52:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/10/2021,17:20:00,Cookies,Sugar Cookie,$2.65 ,2
11/10/2021,13:10:00,Cookies,Black & White,$4.25 ,4
11/10/2021,17:27:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/10/2021,11:35:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
11/10/2021,14:12:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/10/2021,17:41:00,Candy & Treats,Local Honey,$7.00 ,2
11/10/2021,14:53:00,Candy & Treats,Popcorn,$3.50 ,3
11/11/2021,8:51:00,Bread,Sourdough,$6.49 ,1
11/11/2021,17:27:00,Bread,Baguette,$4.49 ,2
11/11/2021,10:40:00,Bread,Rye,$6.25 ,2
11/11/2021,14:46:00,Bread,Whole Wheat,$6.44 ,1
11/11/2021,10:25:00,Bread,White,$6.00 ,1
11/11/2021,13:33:00,Cakes,Carrot Cake,$4.75 ,2
11/11/2021,10:27:00,Cakes,Banana Nut Pound,$9.15 ,1
11/11/2021,11:06:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/11/2021,10:32:00,Pastries,Muffin,$9.15 ,6
11/11/2021,9:40:00,Pastries,Cannoli,$6.45 ,10
11/11/2021,17:50:00,Pastries,Danish,$4.25 ,5
11/11/2021,14:53:00,Pastries,Brownies,$4.25 ,4
11/11/2021,18:58:00,Pastries,Eclair,$4.50 ,22
11/11/2021,12:53:00,Pastries,French Roll,$4.65 ,1
11/11/2021,16:10:00,Pastries,Napolean,$5.10 ,5
11/11/2021,13:13:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/11/2021,9:05:00,Cookies,Sugar Cookie,$2.65 ,2
11/11/2021,8:27:00,Cookies,Black & White,$4.25 ,3
11/11/2021,8:40:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/11/2021,17:09:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/11/2021,8:39:00,Candy & Treats,Peppermint Chocolate,$5.00 ,1
11/11/2021,16:58:00,Candy & Treats,Local Honey,$7.00 ,2
11/11/2021,9:36:00,Candy & Treats,Popcorn,$3.50 ,2
11/12/2021,14:01:00,Bread,Sourdough,$6.49 ,2
11/12/2021,10:29:00,Bread,Baguette,$4.49 ,2
11/12/2021,18:40:00,Bread,Rye,$6.25 ,1
11/12/2021,13:11:00,Bread,Whole Wheat,$6.44 ,1
11/12/2021,11:41:00,Bread,White,$6.00 ,1
11/12/2021,11:19:00,Cakes,Carrot Cake,$4.75 ,2
11/12/2021,11:34:00,Cakes,Banana Nut Pound,$9.15 ,1
11/12/2021,11:46:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/12/2021,14:49:00,Pastries,Muffin,$9.15 ,6
11/12/2021,12:42:00,Pastries,Cannoli,$6.45 ,9
11/12/2021,8:17:00,Pastries,Danish,$4.25 ,7
11/12/2021,9:59:00,Pastries,Brownies,$4.25 ,5
11/12/2021,10:40:00,Pastries,Eclair,$4.50 ,21
11/12/2021,8:40:00,Pastries,French Roll,$4.65 ,2
11/12/2021,17:55:00,Pastries,Napolean,$5.10 ,5
11/12/2021,9:07:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/12/2021,15:59:00,Cookies,Sugar Cookie,$2.65 ,2
11/12/2021,17:07:00,Cookies,Black & White,$4.25 ,4
11/12/2021,9:09:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/12/2021,12:16:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
11/12/2021,10:05:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/12/2021,9:31:00,Candy & Treats,Local Honey,$7.00 ,2
11/12/2021,13:58:00,Candy & Treats,Popcorn,$3.50 ,3
11/13/2021,11:25:00,Bread,Sourdough,$6.49 ,2
11/13/2021,9:31:00,Bread,Baguette,$4.49 ,1
11/13/2021,8:26:00,Bread,Rye,$6.25 ,2
11/13/2021,9:31:00,Bread,Whole Wheat,$6.44 ,1
11/13/2021,18:04:00,Bread,White,$6.00 ,1
11/13/2021,11:43:00,Cakes,Carrot Cake,$4.75 ,1
11/13/2021,14:24:00,Cakes,Banana Nut Pound,$9.15 ,1
11/13/2021,13:40:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/13/2021,15:51:00,Pastries,Muffin,$9.15 ,7
11/13/2021,10:11:00,Pastries,Cannoli,$6.45 ,11
11/13/2021,12:00:00,Pastries,Danish,$4.25 ,4
11/13/2021,10:42:00,Pastries,Brownies,$4.25 ,4
11/13/2021,17:40:00,Pastries,Eclair,$4.50 ,21
11/13/2021,17:54:00,Pastries,French Roll,$4.65 ,1
11/13/2021,8:07:00,Pastries,Napolean,$5.10 ,5
11/13/2021,13:22:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/13/2021,15:39:00,Cookies,Sugar Cookie,$2.65 ,2
11/13/2021,17:34:00,Cookies,Black & White,$4.25 ,3
11/13/2021,8:10:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/13/2021,16:47:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/13/2021,12:59:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/13/2021,9:12:00,Candy & Treats,Local Honey,$7.00 ,2
11/13/2021,17:01:00,Candy & Treats,Popcorn,$3.50 ,3
11/14/2021,16:01:00,Bread,Sourdough,$6.49 ,2
11/14/2021,16:32:00,Bread,Baguette,$4.49 ,2
11/14/2021,10:13:00,Bread,Rye,$6.25 ,2
11/14/2021,13:07:00,Bread,Whole Wheat,$6.44 ,1
11/14/2021,11:01:00,Bread,White,$6.00 ,1
11/14/2021,13:08:00,Cakes,Carrot Cake,$4.75 ,2
11/14/2021,11:05:00,Cakes,Banana Nut Pound,$9.15 ,1
11/14/2021,10:17:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/14/2021,12:30:00,Pastries,Muffin,$9.15 ,6
11/14/2021,11:05:00,Pastries,Cannoli,$6.45 ,12
11/14/2021,13:45:00,Pastries,Danish,$4.25 ,6
11/14/2021,16:41:00,Pastries,Brownies,$4.25 ,5
11/14/2021,12:29:00,Pastries,Eclair,$4.50 ,32
11/14/2021,15:27:00,Pastries,French Roll,$4.65 ,1
11/14/2021,16:25:00,Pastries,Napolean,$5.10 ,4
11/14/2021,11:16:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/14/2021,10:12:00,Cookies,Sugar Cookie,$2.65 ,2
11/14/2021,12:25:00,Cookies,Black & White,$4.25 ,4
11/14/2021,9:37:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/14/2021,12:10:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/14/2021,11:46:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/14/2021,15:27:00,Candy & Treats,Local Honey,$7.00 ,2
11/14/2021,15:27:00,Candy & Treats,Popcorn,$3.50 ,3
11/15/2021,17:47:00,Bread,Sourdough,$6.49 ,1
11/15/2021,12:52:00,Bread,Baguette,$4.49 ,2
11/15/2021,13:39:00,Bread,Rye,$6.25 ,2
11/15/2021,9:38:00,Bread,Whole Wheat,$6.44 ,1
11/15/2021,14:27:00,Bread,White,$6.00 ,1
11/15/2021,11:36:00,Cakes,Carrot Cake,$4.75 ,3
11/15/2021,13:23:00,Cakes,Banana Nut Pound,$9.15 ,1
11/15/2021,18:52:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/15/2021,9:28:00,Pastries,Muffin,$9.15 ,7
11/15/2021,10:56:00,Pastries,Cannoli,$6.45 ,10
11/15/2021,8:32:00,Pastries,Danish,$4.25 ,5
11/15/2021,12:37:00,Pastries,Brownies,$4.25 ,6
11/15/2021,14:18:00,Pastries,Eclair,$4.50 ,27
11/15/2021,17:52:00,Pastries,French Roll,$4.65 ,1
11/15/2021,18:33:00,Pastries,Napolean,$5.10 ,5
11/15/2021,13:25:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/15/2021,8:07:00,Cookies,Sugar Cookie,$2.65 ,2
11/15/2021,10:51:00,Cookies,Black & White,$4.25 ,3
11/15/2021,13:27:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/15/2021,10:22:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/15/2021,11:04:00,Candy & Treats,Peppermint Chocolate,$5.00 ,1
11/15/2021,11:42:00,Candy & Treats,Local Honey,$7.00 ,2
11/15/2021,13:23:00,Candy & Treats,Popcorn,$3.50 ,3
11/16/2021,10:49:00,Bread,Sourdough,$6.49 ,2
11/16/2021,13:07:00,Bread,Baguette,$4.49 ,2
11/16/2021,8:20:00,Bread,Rye,$6.25 ,2
11/16/2021,8:45:00,Bread,Whole Wheat,$6.44 ,1
11/16/2021,13:13:00,Bread,White,$6.00 ,1
11/16/2021,15:36:00,Cakes,Carrot Cake,$4.75 ,2
11/16/2021,13:57:00,Cakes,Banana Nut Pound,$9.15 ,1
11/16/2021,11:35:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/16/2021,9:24:00,Pastries,Muffin,$9.15 ,6
11/16/2021,12:38:00,Pastries,Cannoli,$6.45 ,10
11/16/2021,11:33:00,Pastries,Danish,$4.25 ,6
11/16/2021,11:06:00,Pastries,Brownies,$4.25 ,5
11/16/2021,16:17:00,Pastries,Eclair,$4.50 ,28
11/16/2021,17:56:00,Pastries,French Roll,$4.65 ,2
11/16/2021,18:04:00,Pastries,Napolean,$5.10 ,4
11/16/2021,17:57:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/16/2021,18:26:00,Cookies,Sugar Cookie,$2.65 ,2
11/16/2021,18:48:00,Cookies,Black & White,$4.25 ,3
11/16/2021,14:20:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/16/2021,13:12:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/16/2021,11:03:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/16/2021,15:31:00,Candy & Treats,Local Honey,$7.00 ,2
11/16/2021,8:17:00,Candy & Treats,Popcorn,$3.50 ,3
11/17/2021,14:07:00,Bread,Sourdough,$6.49 ,1
11/17/2021,9:28:00,Bread,Baguette,$4.49 ,2
11/17/2021,10:38:00,Bread,Rye,$6.25 ,2
11/17/2021,13:37:00,Bread,Whole Wheat,$6.44 ,1
11/17/2021,14:15:00,Bread,White,$6.00 ,1
11/17/2021,17:01:00,Cakes,Carrot Cake,$4.75 ,2
11/17/2021,12:01:00,Cakes,Banana Nut Pound,$9.15 ,1
11/17/2021,18:50:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/17/2021,17:00:00,Pastries,Muffin,$9.15 ,6
11/17/2021,15:18:00,Pastries,Cannoli,$6.45 ,11
11/17/2021,10:53:00,Pastries,Danish,$4.25 ,5
11/17/2021,14:02:00,Pastries,Brownies,$4.25 ,6
11/17/2021,16:58:00,Pastries,Eclair,$4.50 ,27
11/17/2021,16:02:00,Pastries,French Roll,$4.65 ,1
11/17/2021,13:41:00,Pastries,Napolean,$5.10 ,4
11/17/2021,8:04:00,Cookies,Oatmeal Raisin,$2.90 ,6
11/17/2021,15:06:00,Cookies,Sugar Cookie,$2.65 ,3
11/17/2021,14:46:00,Cookies,Black & White,$4.25 ,4
11/17/2021,12:17:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,1
11/17/2021,13:48:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/17/2021,13:25:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/17/2021,9:35:00,Candy & Treats,Local Honey,$7.00 ,2
11/17/2021,13:31:00,Candy & Treats,Popcorn,$3.50 ,3
11/18/2021,17:03:00,Bread,Sourdough,$6.49 ,2
11/18/2021,14:19:00,Bread,Baguette,$4.49 ,2
11/18/2021,15:31:00,Bread,Rye,$6.25 ,2
11/18/2021,18:58:00,Bread,Whole Wheat,$6.44 ,1
11/18/2021,9:53:00,Bread,White,$6.00 ,1
11/18/2021,13:39:00,Cakes,Carrot Cake,$4.75 ,3
11/18/2021,9:01:00,Cakes,Banana Nut Pound,$9.15 ,1
11/18/2021,11:03:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/18/2021,8:08:00,Pastries,Muffin,$9.15 ,7
11/18/2021,9:20:00,Pastries,Cannoli,$6.45 ,11
11/18/2021,14:14:00,Pastries,Danish,$4.25 ,5
11/18/2021,10:05:00,Pastries,Brownies,$4.25 ,5
11/18/2021,11:46:00,Pastries,Eclair,$4.50 ,28
11/18/2021,13:52:00,Pastries,French Roll,$4.65 ,2
11/18/2021,16:00:00,Pastries,Napolean,$5.10 ,4
11/18/2021,8:16:00,Cookies,Oatmeal Raisin,$2.90 ,5
11/18/2021,8:07:00,Cookies,Sugar Cookie,$2.65 ,2
11/18/2021,8:19:00,Cookies,Black & White,$4.25 ,4
11/18/2021,9:16:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,1
11/18/2021,13:44:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/18/2021,17:50:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/18/2021,14:17:00,Candy & Treats,Local Honey,$7.00 ,2
11/18/2021,10:59:00,Candy & Treats,Popcorn,$3.50 ,3
11/19/2021,10:37:00,Bread,Sourdough,$6.49 ,2
11/19/2021,15:07:00,Bread,Baguette,$4.49 ,2
11/19/2021,10:20:00,Bread,Rye,$6.25 ,1
11/19/2021,10:48:00,Bread,Whole Wheat,$6.44 ,1
11/19/2021,17:56:00,Bread,White,$6.00 ,1
11/19/2021,14:40:00,Cakes,Carrot Cake,$4.75 ,2
11/19/2021,15:42:00,Cakes,Banana Nut Pound,$9.15 ,1
11/19/2021,9:33:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/19/2021,16:15:00,Pastries,Muffin,$9.15 ,6
11/19/2021,17:30:00,Pastries,Cannoli,$6.45 ,10
11/19/2021,18:31:00,Pastries,Danish,$4.25 ,7
11/19/2021,12:20:00,Pastries,Brownies,$4.25 ,5
11/19/2021,15:14:00,Pastries,Eclair,$4.50 ,29
11/19/2021,9:16:00,Pastries,French Roll,$4.65 ,2
11/19/2021,12:45:00,Pastries,Napolean,$5.10 ,5
11/19/2021,9:22:00,Cookies,Oatmeal Raisin,$2.90 ,5
11/19/2021,16:53:00,Cookies,Sugar Cookie,$2.65 ,2
11/19/2021,11:42:00,Cookies,Black & White,$4.25 ,4
11/19/2021,18:47:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/19/2021,11:44:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
11/19/2021,9:04:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/19/2021,15:03:00,Candy & Treats,Local Honey,$7.00 ,2
11/19/2021,11:00:00,Candy & Treats,Popcorn,$3.50 ,3
11/20/2021,18:13:00,Bread,Sourdough,$6.49 ,2
11/20/2021,15:52:00,Bread,Baguette,$4.49 ,2
11/20/2021,14:12:00,Bread,Rye,$6.25 ,2
11/20/2021,15:06:00,Bread,Whole Wheat,$6.44 ,1
11/20/2021,13:13:00,Bread,White,$6.00 ,1
11/20/2021,17:48:00,Cakes,Carrot Cake,$4.75 ,2
11/20/2021,16:32:00,Cakes,Banana Nut Pound,$9.15 ,1
11/20/2021,13:48:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/20/2021,12:45:00,Pastries,Muffin,$9.15 ,8
11/20/2021,15:41:00,Pastries,Cannoli,$6.45 ,11
11/20/2021,10:54:00,Pastries,Danish,$4.25 ,6
11/20/2021,16:06:00,Pastries,Brownies,$4.25 ,5
11/20/2021,10:14:00,Pastries,Eclair,$4.50 ,31
11/20/2021,13:24:00,Pastries,French Roll,$4.65 ,2
11/20/2021,15:55:00,Pastries,Napolean,$5.10 ,4
11/20/2021,17:32:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/20/2021,11:49:00,Cookies,Sugar Cookie,$2.65 ,3
11/20/2021,14:12:00,Cookies,Black & White,$4.25 ,4
11/20/2021,9:17:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/20/2021,14:10:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
11/20/2021,18:19:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/20/2021,17:41:00,Candy & Treats,Local Honey,$7.00 ,2
11/20/2021,9:09:00,Candy & Treats,Popcorn,$3.50 ,2
11/21/2021,15:56:00,Bread,Sourdough,$6.49 ,2
11/21/2021,9:47:00,Bread,Baguette,$4.49 ,2
11/21/2021,9:15:00,Bread,Rye,$6.25 ,2
11/21/2021,8:57:00,Bread,Whole Wheat,$6.44 ,1
11/21/2021,15:11:00,Bread,White,$6.00 ,1
11/21/2021,12:01:00,Cakes,Carrot Cake,$4.75 ,3
11/21/2021,15:42:00,Cakes,Banana Nut Pound,$9.15 ,1
11/21/2021,16:28:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/21/2021,13:16:00,Pastries,Muffin,$9.15 ,6
11/21/2021,9:59:00,Pastries,Cannoli,$6.45 ,10
11/21/2021,16:05:00,Pastries,Danish,$4.25 ,5
11/21/2021,13:27:00,Pastries,Brownies,$4.25 ,5
11/21/2021,11:09:00,Pastries,Eclair,$4.50 ,28
11/21/2021,14:32:00,Pastries,French Roll,$4.65 ,2
11/21/2021,14:32:00,Pastries,Napolean,$5.10 ,5
11/21/2021,13:03:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/21/2021,15:17:00,Cookies,Sugar Cookie,$2.65 ,2
11/21/2021,13:06:00,Cookies,Black & White,$4.25 ,4
11/21/2021,8:41:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/21/2021,14:46:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/21/2021,14:12:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/21/2021,12:12:00,Candy & Treats,Local Honey,$7.00 ,2
11/21/2021,14:11:00,Candy & Treats,Popcorn,$3.50 ,3
11/22/2021,17:17:00,Bread,Sourdough,$6.49 ,1
11/22/2021,16:38:00,Bread,Baguette,$4.49 ,2
11/22/2021,15:33:00,Bread,Rye,$6.25 ,2
11/22/2021,14:06:00,Bread,Whole Wheat,$6.44 ,1
11/22/2021,18:03:00,Bread,White,$6.00 ,1
11/22/2021,18:15:00,Cakes,Carrot Cake,$4.75 ,2
11/22/2021,9:14:00,Cakes,Banana Nut Pound,$9.15 ,1
11/22/2021,9:03:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/22/2021,8:36:00,Pastries,Muffin,$9.15 ,7
11/22/2021,12:15:00,Pastries,Cannoli,$6.45 ,10
11/22/2021,9:34:00,Pastries,Danish,$4.25 ,5
11/22/2021,9:17:00,Pastries,Brownies,$4.25 ,6
11/22/2021,11:56:00,Pastries,Eclair,$4.50 ,30
11/22/2021,17:44:00,Pastries,French Roll,$4.65 ,2
11/22/2021,14:25:00,Pastries,Napolean,$5.10 ,5
11/22/2021,14:06:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/22/2021,11:46:00,Cookies,Sugar Cookie,$2.65 ,3
11/22/2021,12:31:00,Cookies,Black & White,$4.25 ,4
11/22/2021,11:10:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/22/2021,11:22:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
11/22/2021,18:18:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/22/2021,17:18:00,Candy & Treats,Local Honey,$7.00 ,2
11/22/2021,8:06:00,Candy & Treats,Popcorn,$3.50 ,3
11/23/2021,10:32:00,Bread,Sourdough,$6.49 ,1
11/23/2021,17:30:00,Bread,Baguette,$4.49 ,2
11/23/2021,12:54:00,Bread,Rye,$6.25 ,2
11/23/2021,11:10:00,Bread,Whole Wheat,$6.44 ,1
11/23/2021,13:43:00,Bread,White,$6.00 ,1
11/23/2021,9:10:00,Cakes,Carrot Cake,$4.75 ,2
11/23/2021,10:21:00,Cakes,Banana Nut Pound,$9.15 ,1
11/23/2021,15:09:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/23/2021,8:42:00,Pastries,Muffin,$9.15 ,7
11/23/2021,15:27:00,Pastries,Cannoli,$6.45 ,13
11/23/2021,13:01:00,Pastries,Danish,$4.25 ,4
11/23/2021,10:16:00,Pastries,Brownies,$4.25 ,5
11/23/2021,9:10:00,Pastries,Eclair,$4.50 ,24
11/23/2021,18:48:00,Pastries,French Roll,$4.65 ,2
11/23/2021,8:38:00,Pastries,Napolean,$5.10 ,4
11/23/2021,13:30:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/23/2021,17:00:00,Cookies,Sugar Cookie,$2.65 ,2
11/23/2021,15:55:00,Cookies,Black & White,$4.25 ,3
11/23/2021,11:30:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/23/2021,9:02:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
11/23/2021,8:36:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/23/2021,18:18:00,Candy & Treats,Local Honey,$7.00 ,2
11/23/2021,11:33:00,Candy & Treats,Popcorn,$3.50 ,3
11/24/2021,16:10:00,Bread,Sourdough,$6.49 ,2
11/24/2021,10:49:00,Bread,Baguette,$4.49 ,2
11/24/2021,9:06:00,Bread,Rye,$6.25 ,2
11/24/2021,12:51:00,Bread,Whole Wheat,$6.44 ,1
11/24/2021,13:28:00,Bread,White,$6.00 ,1
11/24/2021,15:47:00,Cakes,Carrot Cake,$4.75 ,3
11/24/2021,13:34:00,Cakes,Banana Nut Pound,$9.15 ,1
11/24/2021,12:42:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/24/2021,15:16:00,Pastries,Muffin,$9.15 ,7
11/24/2021,13:29:00,Pastries,Cannoli,$6.45 ,10
11/24/2021,8:52:00,Pastries,Danish,$4.25 ,6
11/24/2021,13:19:00,Pastries,Brownies,$4.25 ,5
11/24/2021,13:57:00,Pastries,Eclair,$4.50 ,29
11/24/2021,16:49:00,Pastries,French Roll,$4.65 ,2
11/24/2021,18:54:00,Pastries,Napolean,$5.10 ,6
11/24/2021,17:30:00,Cookies,Oatmeal Raisin,$2.90 ,5
11/24/2021,9:17:00,Cookies,Sugar Cookie,$2.65 ,3
11/24/2021,18:33:00,Cookies,Black & White,$4.25 ,3
11/24/2021,18:01:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/24/2021,10:26:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/24/2021,11:42:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
11/24/2021,10:22:00,Candy & Treats,Local Honey,$7.00 ,2
11/24/2021,15:01:00,Candy & Treats,Popcorn,$3.50 ,3
11/25/2021,11:36:00,Bread,Sourdough,$6.49 ,2
11/25/2021,14:23:00,Bread,Baguette,$4.49 ,2
11/25/2021,11:47:00,Bread,Rye,$6.25 ,2
11/25/2021,9:12:00,Bread,Whole Wheat,$6.44 ,1
11/25/2021,14:40:00,Bread,White,$6.00 ,1
11/25/2021,9:17:00,Cakes,Carrot Cake,$4.75 ,3
11/25/2021,18:43:00,Cakes,Banana Nut Pound,$9.15 ,1
11/25/2021,16:57:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/25/2021,15:56:00,Pastries,Muffin,$9.15 ,7
11/25/2021,16:11:00,Pastries,Cannoli,$6.45 ,11
11/25/2021,12:58:00,Pastries,Danish,$4.25 ,6
11/25/2021,18:22:00,Pastries,Brownies,$4.25 ,6
11/25/2021,13:25:00,Pastries,Eclair,$4.50 ,33
11/25/2021,17:26:00,Pastries,French Roll,$4.65 ,2
11/25/2021,12:19:00,Pastries,Napolean,$5.10 ,5
11/25/2021,11:02:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/25/2021,17:33:00,Cookies,Sugar Cookie,$2.65 ,3
11/25/2021,13:53:00,Cookies,Black & White,$4.25 ,3
11/25/2021,17:07:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
11/25/2021,14:50:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
11/25/2021,15:36:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
11/25/2021,13:18:00,Candy & Treats,Local Honey,$7.00 ,2
11/25/2021,9:00:00,Candy & Treats,Popcorn,$3.50 ,2
11/26/2021,15:59:00,Bread,Sourdough,$6.49 ,2
11/26/2021,18:09:00,Bread,Baguette,$4.49 ,2
11/26/2021,15:43:00,Bread,Rye,$6.25 ,2
11/26/2021,10:33:00,Bread,Whole Wheat,$6.44 ,1
11/26/2021,12:39:00,Bread,White,$6.00 ,1
11/26/2021,16:42:00,Cakes,Carrot Cake,$4.75 ,2
11/26/2021,10:19:00,Cakes,Banana Nut Pound,$9.15 ,1
11/26/2021,15:18:00,Cakes,Chocolate Cup Cake,$3.00 ,1
11/26/2021,9:51:00,Pastries,Muffin,$9.15 ,8
11/26/2021,12:00:00,Pastries,Cannoli,$6.45 ,10
11/26/2021,15:02:00,Pastries,Danish,$4.25 ,7
11/26/2021,11:18:00,Pastries,Brownies,$4.25 ,5
11/26/2021,17:07:00,Pastries,Eclair,$4.50 ,34
11/26/2021,8:31:00,Pastries,French Roll,$4.65 ,2
11/26/2021,12:00:00,Pastries,Napolean,$5.10 ,5
11/26/2021,14:22:00,Cookies,Oatmeal Raisin,$2.90 ,4
11/26/2021,18:53:00,Cookies,Sugar Cookie,$2.65 ,3
11/26/2021,8:03:00,Cookies,Black & White,$4.25 ,3
